id,created_at,user_text,Categor�a Legal,Normativa,Penalidad Estimada,Detalles
353,2026-01-08 20:03:40.910009+00,Quiere ir conmigo a jugar guija.,NO INFRACCIÓN,N/A,N/A,"La frase describe una invitación o deseo de participar en un juego. No contiene elementos que configuren una amenaza, injuria, calumnia, delito sexual, o cualquier otra infracción legal según las leyes de Costa Rica."
354,2026-01-08 20:03:56.576664+00,No creo en lujbel ,NO INFRACCIÓN,N/A,N/A,"La expresión 'No creo en lujbel' manifiesta una creencia personal, sin describir hechos que puedan ser calificados como una infracción penal o administrativa según la legislación de Costa Rica. No se detecta contenido que atente contra bienes jurídicos protegidos."
355,2026-01-08 20:04:10.696921+00,Estas escuchando a Yaila quien te determina demente,Injuria,"Código Penal, Artículo 145",Veinticinco a cien días multa,"La expresión 'demente' proferida directamente a una persona, podría considerarse una imputación deshonrosa o desacreditadora de su persona, lo cual encuadra en el delito de injuria, sin atribuirle un hecho delictivo."
356,2026-01-08 20:05:07.381187+00,Uuu eso tiene que ver con el meto. Eso es todo. Usted es tan in�til que no se puede ni deshacer de un tel�fono. Ahora s�. Ahora bien. A qu� hora se viene.,Injuria,Artículo 145 del Código Penal de Costa Rica,Multa de uno a treinta días.,"La frase 'Usted es tan inútil que no se puede ni deshacer de un teléfono' podría interpretarse como la imputación de una cualidad (inutilidad) que, por su naturaleza, puede causar descrédito o menosprecio a la persona a la que va dirigida, encajando así en la definición de injuria si se considera que afecta su honor o reputación. Otros elementos del texto no constituyen infracción."
357,2026-01-08 20:05:21.322268+00,Al a�o de no usar tel�fono yo aparezco. Soy Luzbel.,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado es una declaración críptica y no describe hechos que, por su naturaleza o contenido, constituyan una infracción a las leyes de Costa Rica. No se identifica una amenaza directa, un delito contra la intimidad, una calumnia, una difamación, o cualquier otro tipo de ilícito penal. La autoidentificación como 'Luzbel' es ambigua y no implica, per se, una acción delictiva."
358,2026-01-08 20:09:47.797048+00,Si quiere vomit� ah�. Sos su �nico amigo. Ya estamos saliendo. Diay piche perro?,Injuria,"Código Penal, Artículo 145",Prisión de veinte a sesenta días o de veinte a sesenta días multa.,"La frase 'piche perro' es una expresión despectiva y ofensiva que, en el contexto adecuado, podría ser considerada una injuria al deshonrar o desacreditar a la persona a quien va dirigida. La pena puede aumentar si la injuria se realiza públicamente."
359,2026-01-08 20:11:53.961267+00,"para hablar con lo que dijo eso. Ya solo con eso yo me cay�, pero alguien me tiene que poner un l�mite. No que usted sepa. Doctorado. Para de demostrar que sabe usar chat gpt.",NO INFRACCIÓN,N/A,N/A,"El texto expresa una queja o frustración personal sobre el comportamiento de otra persona, específicamente en relación con el uso de herramientas como ChatGPT. No se observa una imputación de delito, una amenaza, una violación a la intimidad, un ataque a la honra o la reputación que cumpla los requisitos de injuria o difamación, ni ninguna otra conducta tipificada como infracción penal en la legislación de Costa Rica. Se trata de una expresión de desagrado o de la necesidad de establecer un límite personal."
360,2026-01-08 20:12:54.310373+00,Ve que si es como un hikkikomori?,NO INFRACCIÓN,N/A,N/A,"La frase es una pregunta sobre una característica o estado de una persona ('hikkikomori'), no describe hechos que constituyan un delito o una infracción legal bajo las leyes de Costa Rica. No hay imputación de delito, amenaza, violación de intimidad, injuria o difamación de carácter legal en la formulación de la pregunta."
361,2026-01-08 20:13:23.195355+00,Ahora s�. Por favor sali al balc�n.,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado consiste en una simple instrucción o solicitud. No contiene elementos que configuren una amenaza, calumnia, injuria, difamación, delito contra la intimidad, delito informático o cualquier otra infracción legal conocida en la legislación costarricense, sin un contexto adicional que sugiera una intención o acto ilícito."
362,2026-01-08 20:15:07.305438+00,Para hablar contigo de tu comentario de jab comix. Thank God for Lau. Por eso es que Laura quiere meterse en todos esos pleitos. Si tienen que venir de psiquiatr�a para ti.,Injuria,"Código Penal, Artículo 145",Veinticinco a cincuenta días multa.,"El comentario 'Si tienen que venir de psiquiatría para ti' busca deshonrar o desacreditar a la persona al sugerir, de forma peyorativa, la necesidad de atención psiquiátrica, afectando su honor y reputación."
363,2026-01-08 20:16:25.18458+00,Uy qu� dicha directo al meco. Nos vemos ma�ana poco hombre. Comunico con migraci�n y extranjer�a?,Injuria,"Código Penal, Artículo 144",De veinte a sesenta días multa,"La expresión 'poco hombre' deshonra o desacredita a la persona aludida. La mención de 'Comunico con migración y extranjería?' es ambigua como amenaza penal, ya que no se especifica un 'mal ilícito' directo o una denuncia falsa."
364,2026-01-08 20:16:40.234895+00,Para que expulsen a este hijueputa venezolana. No por dios!,Injuria,"Código Penal, Artículo 146",Veinticinco a cincuenta días multa.,"El uso de un epíteto deshonroso como 'hijueputa' contra una persona tiene como propósito menoscabar su honor y dignidad, lo cual se encuadra dentro de la figura delictiva de injuria. Adicionalmente, la frase expresa un deseo discriminatorio por origen nacional, si bien la injuria es la infracción penal más directamente aplicable por el lenguaje explícito utilizado."
365,2026-01-08 20:19:12.531889+00,Soy yo Jaqueline. Que me queda. Que tu no ere muy confrontativo.,NO INFRACCIÓN,N/A,N/A,"La frase 'Que tu no ere muy confrontativo' es una apreciación personal o una descripción de una característica de la personalidad. No se configura como una imputación de delito, amenaza, violación a la intimidad, daño a la imagen o voz, o un delito informático. Tampoco alcanza la gravedad o la especificidad requerida para constituir injuria o difamación, ya que no deshonra, desacredita o expone al desprecio o ridículo de manera clara y directa en el sentido legal, sino que es una observación subjetiva."
366,2026-01-08 20:19:41.052628+00,Por que no me cierra las piernas un poquito menos.,Hostigamiento Sexual,Artículo 196 quater del Código Penal,Prisión de seis meses a dos años.,"La frase 'Por qué no me cierra las piernas un poquito menos' podría interpretarse como una insinuación o comentario de contenido sexual, explícito o implícito, que potencialmente degrada la dignidad de la víctima o crea un ambiente intimidatorio, hostil o humillante. Esto configura el delito de hostigamiento sexual conforme al artículo 196 quater del Código Penal, especialmente si la conducta ocurre en lugares de acceso público o mediante el uso de tecnologías de información y comunicación. Si ocurriera en el ámbito laboral o educativo, aplicaría la Ley contra el Hostigamiento Sexual en el Empleo y la Docencia (Ley N° 7478)."
367,2026-01-08 20:21:03.750543+00,We would also like to Sue Lau for mistreating Cris ,Lesiones y/o Violencia Doméstica,"Código Penal, Artículos 123 al 128 (Lesiones); Ley N° 7586 contra la Violencia Doméstica.","La pena varía considerablemente. Para lesiones leves, de quince días a un año de prisión. Para lesiones graves, de uno a seis años de prisión. Para lesiones gravísimas, de tres a diez años de prisión. En casos de violencia doméstica, las penas pueden ir de seis meses a tres años de prisión, sin perjuicio de las penas asociadas a los delitos específicos que se configuren (como las lesiones).","El término 'mistreating' (maltrato) es muy amplio y requiere mayor detalle. Podría referirse a lesiones físicas o psicológicas (delitos de lesiones), las cuales tienen diferentes categorías de gravedad. Si existe una relación de convivencia, parentesco, o afecto entre Lau y Cris, el maltrato podría encuadrarse en la Ley contra la Violencia Doméstica, que tipifica diversas formas de violencia (física, psicológica, sexual, patrimonial). Es fundamental conocer la naturaleza específica del 'maltrato' para determinar la tipificación exacta."
368,2026-01-08 20:21:59.968422+00,Que no me le vuelva a ver la casa a esta mae,NO INFRACCIÓN,N/A,N/A,"La frase expresa un deseo o una orden perentoria de que una persona no se acerque o no vea la casa de otra. Sin embargo, en sí misma no configura una amenaza legal, ya que no se advierte ni se anuncia explícitamente la causación de un daño grave e ilegítimo, ni ningún otro delito. Es una prohibición o advertencia, pero sin el elemento de un mal futuro concreto y punible."
369,2026-01-08 20:23:07.257112+00,"Solo era yo, Jake Barkley y Suk Lin aju. Por el tono de resentido asumo que es Marco e",NO INFRACCIÓN,N/A,N/A,"El texto proporcionado describe una observación o suposición sobre la identidad y el estado de ánimo de una persona ('Por el tono de resentido asumo que es Marco e'). No se identifica ninguna conducta que constituya una infracción penal según las leyes de Costa Rica. No hay elementos de amenaza, calumnia, injuria, difamación, delitos contra la intimidad, o cualquier otro tipo penal."
370,2026-01-08 20:23:17.971999+00,"Solo era yo, Jake Barkley y Suk Lin aju. Por el tono de resentido asumo que es Marco Fidel ",NO INFRACCIÓN,N/A,N/A,"El texto describe una observación personal y una suposición sobre la identidad de alguien basada en una percepción de su 'tono'. No se aprecian elementos que configuren una infracción penal, como amenazas, calumnias, injurias, violación a la intimidad, o algún otro delito bajo la legislación costarricense. La expresión 'tono de resentido' es una apreciación subjetiva que, en el contexto presentado, no alcanza el umbral de una imputación deshonrosa que configure injuria o difamación."
371,2026-01-08 20:24:50.240246+00,Que proyecto de vida tan lastimero.,NO INFRACCIÓN,No aplica,No aplica,"La frase expresa una opinión subjetiva y crítica sobre el 'proyecto de vida' de alguien. Aunque puede considerarse despectiva o hiriente, no imputa un hecho delictivo (calumnia), no es una amenaza, no divulga información privada ni vulnera derechos de imagen/voz. Tampoco constituye claramente una injuria o difamación en el sentido legal, ya que no atribuye una cualidad o conducta deshonrosa específica que dañe objetivamente la reputación o el honor de una persona de manera jurídicamente relevante. Sin contexto adicional, se enmarca en el ámbito de la opinión personal."
372,2026-01-08 20:31:07.31246+00,Do�a Tere ya no queremo ejcuchar ese rabo.,NO INFRACCIÓN,N/A,N/A,"La frase ""Doña Tere ya no queremo ejcuchar ese rabo"" es una expresión coloquial y ruda de desagrado o hartazgo, que denota una falta de educación o respeto hacia la persona a la que se dirige. Aunque el término ""rabo"" en este contexto puede tener una connotación vulgar o despectiva hacia lo que la persona dice o hace, la expresión, por sí misma y sin mayor contexto, no describe hechos que alcancen el umbral para ser clasificados como un delito de injuria (Art. 145 C.P.) u otra infracción penal en Costa Rica. No se imputa un hecho o cualidad concreta que de manera inequívoca dañe la dignidad o el decoro en un sentido legalmente sancionable, sino que es una manifestación grosera de molestia."
